typeProject;before;project;version;file;start;end;stmts;
;;guava;212b62566935763aeb4d0dd9082b1238b4b6cb58;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/AbstractTable.java;60;64;0;
;;guava;212b62566935763aeb4d0dd9082b1238b4b6cb58;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/AbstractMultimap.java;48;52;0;
