typeProject;before;project;version;file;start;end;parentMethod;
;;guava;212b62566935763aeb4d0dd9082b1238b4b6cb58;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/MoreCollectors.java;69;69;;
;;guava;212b62566935763aeb4d0dd9082b1238b4b6cb58;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/MoreCollectors.java;71;74;;
;;guava;212b62566935763aeb4d0dd9082b1238b4b6cb58;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/Streams.java;129;129;;
;;guava;212b62566935763aeb4d0dd9082b1238b4b6cb58;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/Streams.java;146;146;;
;;guava;212b62566935763aeb4d0dd9082b1238b4b6cb58;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/Streams.java;160;160;;
;;guava;212b62566935763aeb4d0dd9082b1238b4b6cb58;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/Streams.java;174;174;;
;;guava;212b62566935763aeb4d0dd9082b1238b4b6cb58;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/CollectSpliterators.java;110;110;;
;;guava;212b62566935763aeb4d0dd9082b1238b4b6cb58;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/CollectSpliterators.java;115;115;;
;;guava;212b62566935763aeb4d0dd9082b1238b4b6cb58;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/CollectSpliterators.java;234;234;;
;;guava;212b62566935763aeb4d0dd9082b1238b4b6cb58;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/CollectSpliterators.java;246;246;;
;;guava;212b62566935763aeb4d0dd9082b1238b4b6cb58;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/CollectCollectors.java;38;38;;
;;guava;212b62566935763aeb4d0dd9082b1238b4b6cb58;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/CollectCollectors.java;59;59;;
;;guava;212b62566935763aeb4d0dd9082b1238b4b6cb58;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/CollectCollectors.java;84;84;;
;;guava;212b62566935763aeb4d0dd9082b1238b4b6cb58;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/CollectCollectors.java;85;85;;
;;guava;212b62566935763aeb4d0dd9082b1238b4b6cb58;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/CollectCollectors.java;95;95;;
;;guava;212b62566935763aeb4d0dd9082b1238b4b6cb58;/home/luna/TG/java-projects/guava/guava-tests/benchmark/com/google/common/collect/StreamsBenchmark.java;78;78;;
;;guava;212b62566935763aeb4d0dd9082b1238b4b6cb58;/home/luna/TG/java-projects/guava/guava-tests/benchmark/com/google/common/collect/StreamsBenchmark.java;84;84;;
;;guava;212b62566935763aeb4d0dd9082b1238b4b6cb58;/home/luna/TG/java-projects/guava/guava-tests/test/com/google/common/collect/CollectSpliteratorsTest.java;34;36;;
;;guava;212b62566935763aeb4d0dd9082b1238b4b6cb58;/home/luna/TG/java-projects/guava/guava-tests/test/com/google/common/collect/CollectSpliteratorsTest.java;42;47;;
