files,language,blank,comment,code,"http://cloc.sourceforge.net v 1.60  T=3.38 s (427.7 files/s, 103828.7 lines/s)"
1436,Java,56276,60322,232910
1,CSS,0,31,443
2,XML,0,29,236
1,Bourne Again Shell,19,20,125
1,DOS Batch,24,2,64
2,YAML,8,10,29
1,Bourne Shell,2,1,15
