typeProject;before;project;version;file;start;end;stmts;
;;butterknife;1;/home/les-02/TGLambda/projetos/butterknife/butterknife-compiler/src/main/java/butterknife/compiler/ButterKnifeProcessor.java;156;158;1;
;;butterknife;1;/home/les-02/TGLambda/projetos/butterknife/butterknife-compiler/src/main/java/butterknife/compiler/BindingSet.java;753;755;1;
;;butterknife;1;/home/les-02/NovoTGLambda/projetos/butterknife/butterknife-compiler/src/main/java/butterknife/compiler/ButterKnifeProcessor.java;156;158;1;
;;butterknife;1;/home/les-02/NovoTGLambda/projetos/butterknife/butterknife-compiler/src/main/java/butterknife/compiler/BindingSet.java;753;755;1;
;;butterknife;1;/home/les-02/NovoTGLambda/projetos/butterknife/butterknife-compiler/src/main/java/butterknife/compiler/ButterKnifeProcessor.java;156;158;1;
;;butterknife;1;/home/les-02/NovoTGLambda/projetos/butterknife/butterknife-compiler/src/main/java/butterknife/compiler/BindingSet.java;753;755;1;
