typeProject;before;project;version;file;start;end;stmts;
;;guava;9e23ac36e8fe0f54d399d54b67b3c484c46eccb1;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/AbstractTable.java;58;62;0;
;;guava;9e23ac36e8fe0f54d399d54b67b3c484c46eccb1;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/AbstractMultimap.java;46;50;0;
