class, method, before_id, after_id, before_size, after_size
App, main, 18760626, 18106369, 19, 18
App, main, 18760963, 18105997, 31, 28
App, main, 18760668, 18106512, 22, 21
App, main, 18761125, 18106008, 34, 31
App, main, 18760626, 18106521, 19, 17
App, main, 18760586, 18106148, 12, 5
App, main, 18760626, 18106279, 19, 15
App, main, 18760668, 18105644, 22, 19
App, main, 18760668, 18105654, 22, 21
App, main, 18761320, 18106170, 37, 34
App, main, 18760952, 18105789, 28, 23
App, main, 18760952, 18106315, 28, 23
App, main, 18760744, 18106065, 23, 22
App, main, 18760626, 18106196, 19, 17
App, main, 18760586, 18106327, 12, 9
App, main, 18760744, 18105696, 23, 22
App, main, 18760586, 18105576, 12, 10
