typeProject;before;project;version;file;start;end;resource;multiCatch;catches;stmt1;stmt2;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/Flowable.java;5273;5279;false;false;1;3;5;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/Flowable.java;12965;12982;false;false;2;5;10;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/Flowable.java;14502;14507;false;false;1;3;4;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/Flowable.java;5273;5279;false;false;1;3;5;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/Flowable.java;12965;12982;false;false;2;5;10;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/Flowable.java;14502;14507;false;false;1;3;4;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/NewThreadWorker.java;64;75;false;false;1;9;4;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/NewThreadWorker.java;89;95;false;false;1;4;4;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/NewThreadWorker.java;123;135;false;false;1;8;6;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/NewThreadWorker.java;64;75;false;false;1;9;4;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/NewThreadWorker.java;89;95;false;false;1;4;4;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/NewThreadWorker.java;123;135;false;false;1;8;6;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/SchedulerWhen.java;116;120;false;false;1;3;3;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/SchedulerWhen.java;313;317;false;false;0;3;0;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/SchedulerWhen.java;116;120;false;false;1;3;3;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/SchedulerWhen.java;313;317;false;false;0;3;0;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/ScheduledRunnable.java;57;76;false;false;0;7;0;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/ScheduledRunnable.java;58;63;false;false;1;3;3;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/ScheduledRunnable.java;57;76;false;false;0;7;0;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/ScheduledRunnable.java;58;63;false;false;1;3;3;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/TrampolineScheduler.java;59;65;false;false;1;4;4;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/TrampolineScheduler.java;182;188;false;false;1;3;5;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/TrampolineScheduler.java;59;65;false;false;1;4;4;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/TrampolineScheduler.java;182;188;false;false;1;3;5;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/ExecutorScheduler.java;52;64;false;false;1;9;4;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/ExecutorScheduler.java;72;78;false;false;1;4;4;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/ExecutorScheduler.java;100;106;false;false;1;4;4;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/ExecutorScheduler.java;140;147;false;false;1;3;6;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/ExecutorScheduler.java;179;186;false;false;1;4;5;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/ExecutorScheduler.java;263;267;false;false;0;3;0;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/ExecutorScheduler.java;301;307;false;false;0;3;0;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/ExecutorScheduler.java;52;64;false;false;1;9;4;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/ExecutorScheduler.java;72;78;false;false;1;4;4;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/ExecutorScheduler.java;100;106;false;false;1;4;4;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/ExecutorScheduler.java;140;147;false;false;1;3;6;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/ExecutorScheduler.java;179;186;false;false;1;4;5;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/ExecutorScheduler.java;263;267;false;false;0;3;0;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/ExecutorScheduler.java;301;307;false;false;0;3;0;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/SingleScheduler.java;110;121;false;false;1;9;4;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/SingleScheduler.java;128;134;false;false;1;4;4;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/SingleScheduler.java;162;175;false;false;1;9;5;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/SingleScheduler.java;110;121;false;false;1;9;4;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/SingleScheduler.java;128;134;false;false;1;4;4;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/SingleScheduler.java;162;175;false;false;1;9;5;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/SchedulerPoolFactory.java;71;82;false;false;1;9;3;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/schedulers/SchedulerPoolFactory.java;71;82;false;false;1;9;3;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/operators/observable/ObservableBufferBoundary.java;162;168;false;false;1;3;5;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/operators/observable/ObservableBufferBoundary.java;172;178;false;false;1;3;5;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/operators/observable/ObservableBufferBoundary.java;162;168;false;false;1;3;5;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/operators/observable/ObservableBufferBoundary.java;172;178;false;false;1;3;5;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/operators/observable/ObservableBlockingSubscribe.java;55;61;false;false;1;3;5;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/operators/observable/ObservableBlockingSubscribe.java;55;61;false;false;1;3;5;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/operators/observable/ObservableWindowBoundarySelector.java;244;251;false;false;1;3;6;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/operators/observable/ObservableWindowBoundarySelector.java;244;251;false;false;1;3;6;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/operators/observable/ObservableDoOnEach.java;94;101;false;false;1;3;6;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/operators/observable/ObservableDoOnEach.java;113;118;false;false;1;3;4;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/operators/observable/ObservableDoOnEach.java;121;126;false;false;1;3;4;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/operators/observable/ObservableDoOnEach.java;134;140;false;false;1;3;5;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/operators/observable/ObservableDoOnEach.java;145;150;false;false;1;3;4;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/operators/observable/ObservableDoOnEach.java;94;101;false;false;1;3;6;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/operators/observable/ObservableDoOnEach.java;113;118;false;false;1;3;4;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/operators/observable/ObservableDoOnEach.java;121;126;false;false;1;3;4;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/operators/observable/ObservableDoOnEach.java;134;140;false;false;1;3;5;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/operators/observable/ObservableDoOnEach.java;145;150;false;false;1;3;4;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/operators/observable/BlockingObservableNext.java;88;94;false;false;1;3;5;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/operators/observable/BlockingObservableNext.java;88;94;false;false;1;3;5;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/operators/observable/ObservableFlatMapCompletable.java;89;96;false;false;1;3;6;
;;RxJava;1;/home/les-02/TGLambda/projetos/RxJava/src/main/java/io/reactivex/internal/operators/observable/ObservableFlatMapCompletable.java;89;96;false;false;1;3;6;
