typeProject;before;project;version;file;start;end;parentMethod;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;165;165;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;202;202;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;211;211;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;219;219;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;227;227;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;237;237;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;246;246;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;259;259;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;261;265;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;266;270;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;280;283;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;293;296;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;305;317;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;318;318;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;319;319;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;332;339;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;350;357;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;368;380;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;390;402;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;403;403;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;415;415;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;442;442;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;443;443;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;459;459;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;482;487;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;631;631;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;632;632;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;633;633;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;699;700;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;713;721;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;734;735;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;747;751;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;752;773;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;754;772;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;767;770;;
;;material-dialogs;1;/home/les-02/NovoTGLambda/projects/material-dialogs/sample/src/main/java/com/afollestad/materialdialogssample/MainActivity.java;826;826;;
