Projeto, idProjeto, idVersao, Versao, Data, qtd_lambda, qtd_aic, qtd_maps, qtd_filter
PhotoView, 67, 2924, 4205b306b7609f4a5f053accf17714cd7c4a87d5, 2012-12-28 00:00:00, 0, 0, 0, 0
PhotoView, 67, 2886, c082509dbff5d65e09292bbcaf1ae71a73f8fd8d, 2013-01-31 00:00:00, 0, 2, 0, 0
PhotoView, 67, 2847, b22b3634d73b79417ffdcfee80936c45c4857ce2, 2013-02-21 00:00:00, 0, 2, 0, 0
PhotoView, 67, 2808, 731a37a2241ce70aa50b9a1d170c743921f1eef0, 2013-03-25 00:00:00, 0, 2, 0, 0
PhotoView, 67, 2686, 68464c72e6b6a58d90b9213206209367e6e0c05a, 2013-06-01 00:00:00, 0, 2, 0, 0
PhotoView, 67, 2554, f41f892cce67ddd32091c88320651d6f38bac31a, 2013-09-24 00:00:00, 0, 6, 0, 0
PhotoView, 67, 2510, 806a25394a5fc1fbdc897d34227f57147babe0e0, 2013-10-27 00:00:00, 0, 6, 0, 0
PhotoView, 67, 2464, 741ce4b5a026421e452c612749272ef4813c9f74, 2013-11-21 00:00:00, 0, 6, 0, 0
PhotoView, 67, 2420, 5fb040bcbd3d3ed46bf799808eef6f20eb6f709a, 2013-12-02 00:00:00, 0, 6, 0, 0
PhotoView, 67, 2378, 7d8587ee2f309cfe8dc7395a58e269a1b0573519, 2014-01-16 00:00:00, 0, 6, 0, 0
PhotoView, 67, 2333, 004e256231ceda6d3f6853cb7b581f01553e46e5, 2014-02-18 00:00:00, 0, 6, 0, 0
PhotoView, 67, 2285, cd3915ab233d3f6c2a954006534b5900afdd56ca, 2014-03-25 00:00:00, 0, 6, 0, 0
PhotoView, 67, 2237, c9245ad6485d5de1a8263dada49189ea7c66d0cd, 2014-04-28 00:00:00, 0, 8, 0, 0
PhotoView, 67, 2144, dc3828d500a9003e3172f24dfe400d560fdacb8e, 2014-06-19 00:00:00, 0, 8, 0, 0
PhotoView, 67, 1891, 336ca11a76a2d49e84bd3230125ceafec4659b2d, 2014-11-21 00:00:00, 0, 8, 0, 0
PhotoView, 67, 1775, 0aae4b5ca9a4b17f03e031f9cd97e9d0736b7714, 2015-01-14 00:00:00, 0, 8, 0, 0
PhotoView, 67, 1716, 40aa26788ca412a1442cccf446965675e8988d7c, 2015-02-07 00:00:00, 0, 8, 0, 0
PhotoView, 67, 1652, b4dc5d87352bcf82d91fc28947aee6eee24e5e56, 2015-03-26 00:00:00, 0, 8, 0, 0
PhotoView, 67, 1583, e365829697519a0a809e026bcf3a771f75fefa36, 2015-04-29 00:00:00, 0, 8, 0, 0
PhotoView, 67, 1261, f2f3f739d403cb501d2fd588b31cd809a4a5529d, 2015-10-01 00:00:00, 0, 8, 0, 0
PhotoView, 67, 1127, e96e38b3cf35d75c7f4afbecd4c971bd87dabac5, 2015-11-17 00:00:00, 0, 8, 0, 0
PhotoView, 67, 1062, db21f9c56da61dcd62b23b1d2808ed4025198089, 2015-12-11 00:00:00, 0, 8, 0, 0
PhotoView, 67, 998, 16a54bc44e3c90551f6c2da6c3e798b6eb476f2d, 2016-01-29 00:00:00, 0, 8, 0, 0
PhotoView, 67, 929, 93d72e95932232b59d0db34d07f42a7325ef97e7, 2016-02-03 00:00:00, 0, 8, 0, 0
PhotoView, 67, 869, 622cf19f9c12f56cdf46dfa6b4c22bf18d9c92d4, 2016-03-17 00:00:00, 0, 10, 0, 0
PhotoView, 67, 804, 2904e73e11c4a9843f7b06895d77fcd8e7f1ff54, 2016-04-25 00:00:00, 0, 10, 0, 0
PhotoView, 67, 737, 6c4d5b5bb70f30c0447d23f63dafde025f56922a, 2016-05-16 00:00:00, 0, 10, 0, 0
PhotoView, 67, 604, 7c5b7838a6912d33da98dbc16c8ba5ca6ea669fe, 2016-08-01 00:00:00, 0, 10, 0, 0
PhotoView, 67, 536, 93500d73cff6279c46cff201041cad29d473b29e, 2016-08-08 00:00:00, 0, 14, 0, 0
PhotoView, 67, 470, 93273f5cf79e8d773481c66d612a488ff8a34ae9, 2016-09-30 00:00:00, 0, 14, 0, 0
PhotoView, 67, 405, fc406a0dc205249b1de40c877d096bb5f64aeb8d, 2016-10-26 00:00:00, 0, 14, 0, 0
PhotoView, 67, 279, cf1b5690db5d0226fe6deff4fc15511d0eb5e0da, 2016-12-18 00:00:00, 0, 16, 0, 0
PhotoView, 67, 97, f24c002282ee77f870366d22ef99a18676133e16, 2017-03-18 00:00:00, 0, 20, 0, 0
