typeProject;before;project;version;file;start;end;parentMethod;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/MoreCollectors.java;69;69;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/MoreCollectors.java;71;74;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/Streams.java;129;129;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/Streams.java;146;146;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/Streams.java;160;160;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/Streams.java;174;174;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/CollectSpliterators.java;110;110;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/CollectSpliterators.java;115;115;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/CollectSpliterators.java;234;234;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/CollectSpliterators.java;246;246;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/CollectCollectors.java;38;38;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/CollectCollectors.java;59;59;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/CollectCollectors.java;84;84;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/CollectCollectors.java;85;85;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/CollectCollectors.java;95;95;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava-tests/benchmark/com/google/common/collect/StreamsBenchmark.java;78;78;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava-tests/benchmark/com/google/common/collect/StreamsBenchmark.java;84;84;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava-tests/test/com/google/common/collect/CollectSpliteratorsTest.java;34;36;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava-tests/test/com/google/common/collect/CollectSpliteratorsTest.java;42;47;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava-tests/test/com/google/common/collect/CollectSpliteratorsTest.java;45;45;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava-tests/test/com/google/common/collect/StreamsTest.java;54;54;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava-tests/test/com/google/common/collect/StreamsTest.java;61;61;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava-tests/test/com/google/common/collect/StreamsTest.java;67;67;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava-tests/test/com/google/common/collect/StreamsTest.java;90;90;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava-tests/test/com/google/common/collect/StreamsTest.java;100;100;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava-tests/test/com/google/common/collect/StreamsTest.java;103;103;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava-tests/test/com/google/common/collect/StreamsTest.java;103;103;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava-tests/test/com/google/common/collect/StreamsTest.java;114;114;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava-tests/test/com/google/common/collect/StreamsTest.java;117;117;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava-tests/test/com/google/common/collect/StreamsTest.java;117;117;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava-tests/test/com/google/common/collect/StreamsTest.java;128;128;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava-tests/test/com/google/common/collect/StreamsTest.java;132;132;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava-tests/test/com/google/common/collect/StreamsTest.java;132;132;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava-tests/test/com/google/common/collect/StreamsTest.java;185;188;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava-tests/test/com/google/common/collect/StreamsTest.java;187;187;;
;;guava;f5d24b9c0bc6a5f6b203e52626a44d40c7fa04d5;/home/luna/TG/java-projects/guava/guava-tests/test/com/google/common/collect/StreamsTest.java;191;195;;
