typeProject;before;project;version;file;start;end;name;superClass;interfaces;typeParameters;typeParameterModifiers;annotations;
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/io/AppendableWriter.java;28;127;AppendableWriter;Writer;[];0;[];[GwtIncompatible];
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/io/ByteStreams.java;42;868;ByteStreams;null;[];0;[];[Beta, GwtIncompatible];
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/io/ByteStreams.java;208;219;FastByteArrayOutputStream;ByteArrayOutputStream;[];0;[];[];
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/io/ByteStreams.java;269;412;ByteArrayDataInputStream;null;[ByteArrayDataInput];0;[];[];
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/io/ByteStreams.java;452;593;ByteArrayDataOutputStream;null;[ByteArrayDataOutput];0;[];[SuppressWarnings];
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/io/ByteStreams.java;640;711;LimitedInputStream;FilterInputStream;[];0;[];[];
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/io/LittleEndianDataInputStream.java;31;240;LittleEndianDataInputStream;FilterInputStream;[DataInput];0;[];[Beta, GwtIncompatible];
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/io/OutputSupplier.java;21;47;OutputSupplier;null;[];1;[[T]];[Deprecated];
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/io/PatternFilenameFilter.java;28;65;PatternFilenameFilter;null;[FilenameFilter];0;[];[Beta, GwtIncompatible];
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/io/Flushables.java;25;76;Flushables;null;[];0;[];[Beta, GwtIncompatible];
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/io/MultiReader.java;26;95;MultiReader;Reader;[];0;[];[GwtIncompatible];
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/io/LittleEndianDataOutputStream.java;28;174;LittleEndianDataOutputStream;FilterOutputStream;[DataOutput];0;[];[Beta, GwtIncompatible];
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/io/InputSupplier.java;21;47;InputSupplier;null;[];1;[[T]];[Deprecated];
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/io/ByteSource.java;44;703;ByteSource;null;[];0;[];[GwtIncompatible];
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/io/ByteSource.java;436;464;AsCharSource;CharSource;[];0;[];[];
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/io/ByteSource.java;466;543;SlicedByteSource;ByteSource;[];0;[];[];
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/io/ByteSource.java;545;626;ByteArrayByteSource;ByteSource;[];0;[];[];
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/io/ByteSource.java;628;651;EmptyByteSource;ByteArrayByteSource;[];0;[];[];
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/io/ByteSource.java;653;702;ConcatenatedByteSource;ByteSource;[];0;[];[];
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/io/BaseEncoding.java;43;1122;BaseEncoding;null;[];0;[];[Beta, GwtCompatible];
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/io/BaseEncoding.java;127;141;DecodingException;IOException;[];0;[];[];
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/io/BaseEncoding.java;416;555;Alphabet;CharMatcher;[];0;[];[];
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/io/BaseEncoding.java;557;842;StandardBaseEncoding;BaseEncoding;[];0;[];[];
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/io/BaseEncoding.java;844;889;Base16Encoding;StandardBaseEncoding;[];0;[];[];
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/io/BaseEncoding.java;891;946;Base64Encoding;StandardBaseEncoding;[];0;[];[];
;;guava;c48fdcf1825a68426f205542c77aff30c49804d6;/home/luna/TG/java-projects/guava/guava/src/com/google/common/io/BaseEncoding.java;1033;1121;SeparatedBaseEncoding;BaseEncoding;[];0;[];[];
