typeProject;before;project;version;file;start;end;stmts;
;;guava;52a6955f2a3f7d5e62bcb9561e5fc563b6e7fafb;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/AbstractTable.java;60;64;0;
;;guava;52a6955f2a3f7d5e62bcb9561e5fc563b6e7fafb;/home/luna/TG/java-projects/guava/guava/src/com/google/common/collect/AbstractMultimap.java;48;52;0;
